Log file open, 03/16/15 15:21:07
LogInit:Display: Running engine for game: KodainaKingdom
LogInit: Version: 4.7.2-2467323+++depot+UE4-Releases+4.7
LogInit: API Version: 2455222
LogInit: Compiled (64-bit): Mar  2 2015 23:16:34
[2015.03.16-20.18.42:322][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3267.CanvasPanel_2
[2015.03.16-20.18.42:322][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_248:WidgetTree_3256.CanvasPanel_2
[2015.03.16-20.18.42:322][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_2.WidgetTree_3260.CanvasPanel_2
[2015.03.16-20.18.42:322][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3258.CanvasPanel_2
[2015.03.16-20.18.42:322][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_247:WidgetTree_3247.CanvasPanel_2
[2015.03.16-20.18.42:322][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_1.WidgetTree_3251.CanvasPanel_2
[2015.03.16-20.18.42:322][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3249.CanvasPanel_2
[2015.03.16-20.18.42:322][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_246:WidgetTree_3194.CanvasPanel_2
[2015.03.16-20.18.42:322][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_0.WidgetTree_3214.CanvasPanel_2
[2015.03.16-20.18.42:322][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3212.CanvasPanel_2
[2015.03.16-20.18.42:322][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_BattleHUD_C_244:WidgetTree_3186.CanvasPanel_2
[2015.03.16-20.18.42:322][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:REINST_BattleHUD_C_1.WidgetTree_3188.CanvasPanel_2
[2015.03.16-20.18.42:322][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3186.CanvasPanel_2
[2015.03.16-20.18.42:322][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_243:WidgetTree_3175.CanvasPanel_2
[2015.03.16-20.18.42:322][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_16.WidgetTree_3179.CanvasPanel_2
[2015.03.16-20.18.42:322][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_242:WidgetTree_3166.CanvasPanel_2
[2015.03.16-20.18.42:322][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_15.WidgetTree_3170.CanvasPanel_2
[2015.03.16-20.18.42:322][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_241:WidgetTree_3157.CanvasPanel_2
[2015.03.16-20.18.42:322][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_14.WidgetTree_3161.CanvasPanel_2
[2015.03.16-20.18.42:322][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_240:WidgetTree_3148.CanvasPanel_2
[2015.03.16-20.18.42:322][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_13.WidgetTree_3152.CanvasPanel_2
[2015.03.16-20.18.42:322][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_239:WidgetTree_3125.CanvasPanel_2
[2015.03.16-20.18.42:323][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_12.WidgetTree_3129.CanvasPanel_2
[2015.03.16-20.18.42:323][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_238:WidgetTree_3116.CanvasPanel_2
[2015.03.16-20.18.42:323][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_11.WidgetTree_3120.CanvasPanel_2
[2015.03.16-20.18.42:323][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_237:WidgetTree_3107.CanvasPanel_2
[2015.03.16-20.18.42:323][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_10.WidgetTree_3111.CanvasPanel_2
[2015.03.16-20.18.42:323][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_8.WidgetTree_3093.CanvasPanel_2
[2015.03.16-20.18.42:323][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_234:WidgetTree_3036.CanvasPanel_2
[2015.03.16-20.18.42:323][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_7.WidgetTree_3074.CanvasPanel_2
[2015.03.16-20.18.42:323][ 62]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD:WidgetTree_10.CanvasPanel_2
[2015.03.16-20.18.42:323][ 62]LogProperty:Warning: Illegal TEXT reference to a private object in external package (CanvasPanelSlot /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2.CanvasPanelSlot_3880) from referencer (TextBlock /Engine/UMG/Editor/Transient.playerAttack).  Import failed...
[2015.03.16-20.18.42:323][ 62]LogProperty:Warning: ObjectProperty /Script/UMG.Widget:Slot: unresolved reference to 'CanvasPanelSlot'CanvasPanel_2.CanvasPanelSlot_3880''
[2015.03.16-20.20.03:680][254]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.03.16-20.20.03:680][254]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.03.16-20.20.03:681][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3303.CanvasPanel_2
[2015.03.16-20.20.03:681][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.SKEL_BattleHUD_C:WidgetTree_3301.CanvasPanel_2
[2015.03.16-20.20.03:681][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_252:WidgetTree_3292.CanvasPanel_2
[2015.03.16-20.20.03:681][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_6.WidgetTree_3296.CanvasPanel_2
[2015.03.16-20.20.03:681][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3294.CanvasPanel_2
[2015.03.16-20.20.03:681][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.SKEL_BattleHUD_C:WidgetTree_3292.CanvasPanel_2
[2015.03.16-20.20.03:681][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_251:WidgetTree_3283.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3285.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_250:WidgetTree_3274.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_4.WidgetTree_3278.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3276.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_249:WidgetTree_3265.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_3.WidgetTree_3269.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3267.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_248:WidgetTree_3256.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_2.WidgetTree_3260.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3258.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_247:WidgetTree_3247.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_1.WidgetTree_3251.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3249.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_246:WidgetTree_3194.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_0.WidgetTree_3214.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3212.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_BattleHUD_C_244:WidgetTree_3186.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:REINST_BattleHUD_C_1.WidgetTree_3188.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3186.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_243:WidgetTree_3175.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_16.WidgetTree_3179.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_242:WidgetTree_3166.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_15.WidgetTree_3170.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_241:WidgetTree_3157.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_14.WidgetTree_3161.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_240:WidgetTree_3148.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_13.WidgetTree_3152.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_239:WidgetTree_3125.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_12.WidgetTree_3129.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_238:WidgetTree_3116.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_11.WidgetTree_3120.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_237:WidgetTree_3107.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_10.WidgetTree_3111.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_8.WidgetTree_3093.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_234:WidgetTree_3036.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_7.WidgetTree_3074.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD:WidgetTree_10.CanvasPanel_2
[2015.03.16-20.20.03:682][254]LogProperty:Warning: Illegal TEXT reference to a private object in external package (CanvasPanelSlot /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2.CanvasPanelSlot_3880) from referencer (TextBlock /Engine/UMG/Editor/Transient.playerAttack).  Import failed...
[2015.03.16-20.20.03:682][254]LogProperty:Warning: ObjectProperty /Script/UMG.Widget:Slot: unresolved reference to 'CanvasPanelSlot'CanvasPanel_2.CanvasPanelSlot_3880''
[2015.03.16-20.20.38:271][436]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/Blueprints/BattleHUD" FILE="../../../../../../../Users/Owner/Documents/Unreal Projects/Kodaina/Content/Blueprints/BattleHUD.uasset" SILENT=true
[2015.03.16-20.20.39:347][436]LogSavePackage: Save=846.150208ms
[2015.03.16-20.20.39:347][436]LogSavePackage: Moving '../../../../../../../Users/Owner/Documents/Unreal Projects/Kodaina/Saved/BattleHUDB45418E24E1D7AA4882350B4F2E856EB.tmp' to '../../../../../../../Users/Owner/Documents/Unreal Projects/Kodaina/Content/Blueprints/BattleHUD.uasset'
[2015.03.16-20.20.48:187][678]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.03.16-20.20.48:188][678]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.03.16-20.20.48:188][678]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.03.16-20.20.48:188][678]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.03.16-20.20.48:188][678]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.03.16-20.20.48:188][678]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.03.16-20.20.48:188][678]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.03.16-20.20.48:188][678]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.03.16-20.20.48:188][678]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.03.16-20.20.48:188][678]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.03.16-20.20.48:189][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3330.CanvasPanel_2
[2015.03.16-20.20.48:189][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.SKEL_BattleHUD_C:WidgetTree_3328.CanvasPanel_2
[2015.03.16-20.20.48:189][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_255:WidgetTree_3319.CanvasPanel_2
[2015.03.16-20.20.48:189][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_19.WidgetTree_3323.CanvasPanel_2
[2015.03.16-20.20.48:189][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_18.WidgetTree_3314.CanvasPanel_2
[2015.03.16-20.20.48:189][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3312.CanvasPanel_2
[2015.03.16-20.20.48:189][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_253:WidgetTree_3301.CanvasPanel_2
[2015.03.16-20.20.48:189][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2
